date,user,location,text
2022-03-13 00:38:23,SnowsportEng,"Loughborough, England",the paralympic winter games conclude for @paralympicsgb with the men's slalom :United_Kingdom: #winterparalympics #beijing2022 
2022-03-13 00:35:20,Paralympics,,china :China: stole the show on the ice on day 8  the hosts retained their #gold medal in #wheelchaircurling and won t  
2022-03-13 00:35:08,Paralympics,,it's the last day of #beijing2022  but there's plenty of action to look forward to in #paraalpine with the male sla  
2022-03-13 00:33:25,SnowsportEng,"Loughborough, England",hope gordon finishing in 16th at her first paralympic games  in what is her first season in the sport outstanding  
2022-03-13 00:32:19,paraicehockey,"Bonn, Germany",canada's :star: @lhickey23 is a man on a mission in today's final will it be a perfect send out for the veterans in t  
2022-03-13 00:32:12,Paralympics,,it was a record breaking day 8 on the snow  as brian mckeever :Canada: won his 16th #gold in #paranordic  equalling gerd  
2022-03-13 00:30:22,insidethegames,,our live blog from the final day of the #beijing2022 #winterparalympics is underwayjoin owen lloyd and patrick bu  
2022-03-13 00:29:33,SnowsportEng,"Loughborough, England",in the women’s middle distance sitting  hope gordon took the 16th place.#winterparalympics 
2022-03-13 00:29:04,SnowsportEng,"Loughborough, England",in the cross country men’s middle distance sitting race  steve arnold was able to make his paralympic debut taking  
2022-03-13 00:27:45,ParaSnowSports,"Bonn, Germany",@paralympics @beijing2022 #paraalpinerun :keycap_1: of the men's slalom is about to get underway in yanqing. everything y  
2022-03-13 00:25:54,DHorizons,,final day of action at the hbeijing 2022 winter paralympic games can #teamgb make it a magnificent seventh medal  
2022-03-13 00:13:48,SnowsportEng,"Loughborough, England",shona brownlee demonstrated incredible character on day 8 of the games when she recovered from a fall on run 1 to r  
2022-03-13 00:07:43,mikemsox,,@nbcolympics @fareednbcs @billspaulding @lewisjohnsonmg i am looking forward to watching my favorite athlete  
2022-03-13 00:02:02,SnowsportEng,"Loughborough, England",results from the women's para alpine team on the penultimate day of the games. :keycap_4:th menna fitzpatrick and gary s  
2022-03-13 00:01:02,ParaSnowSports,"Bonn, Germany",it’s time for the final #paraalpine event :loudly_crying_face: of #beijing2022  the men’s slalom.:fire: technical event :smiling_face_with_sunglasses::fire: two runs :victory_hand::fire:  
2022-03-13 00:00:01,TeamUSA,,it's not all about winning.@usahockey's goal is to make the most out of the experience.#showtheworld x  
2022-03-12 23:57:34,NBCOlympics,,for @usahockey goalie @lifeofalw  sled hockey meant a new beginning.after a motorcycle accident required him to b  
2022-03-12 23:54:35,ParaSnowSports,"Bonn, Germany",#paranordic mixed and open relays conclude the beijing 2022 paralympic winter games programme at the zhangjiakou  
2022-03-12 23:53:23,ParaSnowSports,"Bonn, Germany",#paraalpinemen's slalom vision impaired  standing and sitting events wrap up the games at the yanqing national al  
2022-03-12 23:50:10,paraicehockey,"Bonn, Germany",the day of the final is here  :smiling_face_with_heart-eyes:usa :United_States: and canada :Canada: are ready to write another chapter of their great rivalry. :ice_hockey:  
2022-03-12 23:47:53,kyleMEhumphrey,"Ottawa, Canada",@sportsnet thank you #paralympics #winterparalympics #paralympics2022 #sledgehockey #paraicehockey #canvsusa 
2022-03-12 23:47:44,ParaSnowSports,"Bonn, Germany",:pleading_face:good morning from china for the last time:pleading_face:today is our last day of competition at #beijing2022 so make sure to t  
2022-03-12 23:41:13,NBCOlympics,,it's been a historic #winterparalympics for @oksanamasters  she has also tied the u.s. record for most career win  
2022-03-12 23:38:13,USParaAlpineSki,United States,tune in: just less than an hour to go  #teamusa #winterparalympics 
2022-03-12 23:30:00,Paralympics,,getting ready for day 9 like...#beijing2022 #winterparalympics  :ice_hockey::grinning_face_with_big_eyes::skier::sports_medal: 
2022-03-12 23:30:00,USParaAlpineSki,United States,the men's slalom concludes our competition here at the #winterparalympics :pleading_face: so let's #showtheworld how it's done  :flexed_biceps:  
2022-03-12 23:30:00,7Sport,Australia,see the moment ben tudhope found out he would be carrying the flag for australia in tonights closing ceremony  
2022-03-12 23:20:18,SnowAust,,the #beijing2022 #winterparalympics come to a close tonight  but not before @mitchgourley &amp; pat jensen/amelia hodge  
2022-03-12 23:19:00,Twheater2,,it's the final night of competition at the 2022 #winterparalympics  :1st_place_medal:watch as @teamusa goes for the gold in alpin  
2022-03-12 23:16:49,SLC2030,"Salt Lake City, UT",congrats to utah paralympian @gabelkeith on being named @teamusa's @beijing2022 @paralympics closing ceremony flag  
2022-03-12 23:16:04,AlexAzziNBC,"New York, NY",let me introduce you to the aigner family.so far in beijing  the austrian siblings have won 8 medals - all in vis  
2022-03-12 23:13:39,NBCOlympics,,it's the final night of competition at the 2022 #winterparalympics  :1st_place_medal:watch as @teamusa goes for the gold in alpin  
2022-03-12 23:04:15,ParalympicsNZ,"Auckland, New Zealand",who's excited for this one  :snowflake::skier:men's slalom run 1 begins at 1.30 on tvnz duke [freeview 13 | sky 23]. join us th  
2022-03-12 23:02:00,usahockey,"Colorado Springs, Colo.",one more game. three more periods. this is it.#winterparalympics | #teamusa:United_States:
2022-03-12 23:00:10,CDHKedition,Hong Kong ,"the beijing 2022 organizing committee (bocog) has called on promoting an ""accessibility mindset"" through its hostin  "
2022-03-12 22:52:33,TheGreatestEcho,USA,tonight at 11 et  sled hockey gold medal game    go @teamusa @usahockey  #winterparalympics love your sense of hu  
2022-03-12 22:40:13,flyingviolinis1,,so proud of @sitskishona in this moment and in every moment of her first #paralympics :flexed_biceps::United_Kingdom::raising_hands::skis: you're an inspiration s  
2022-03-12 22:30:00,TeamUSA,,pin trading is all the hype #showtheworld x #winterparalympics 
2022-03-12 22:29:43,mikemsox,,@nbcolympics @fareednbcs let @terrygannon83 @taralipinski and @johnnygweir host the closing ceremony of of the  
2022-03-12 22:28:00,TheLastPersont2,"London, UK",@paralympics @parasnowsports @ukrparalympic fantastic to see how well #ukraine is doing in the #winterparalympics   
2022-03-12 22:21:07,NBCOlympics,,paralympic silver medalist @twalnutz joins host 5-time paralympic medalist @malloryweggeman to discuss the increasi  
2022-03-12 22:18:54,AUSParalympics,Australia,@7plus @paralympics @snowaust @7sport @parasnowsports over 6 000 green and gold virtual beanies  australia  thank y  
2022-03-12 22:17:22,7Sport,Australia,as the #beijing2022 #winterparalympics comes to an end - we say thank you to the host nation for putting on a spect  
2022-03-12 22:16:12,AUSParalympics,Australia,it's the final day of competition at the #beijing2022 #winterparalympics tune in to @7plus to see mitch gourley   
2022-03-12 22:04:04,NBCOlympics,,it's almost time for the finale of the 2022 #winterparalympics  :fireworks:watch the closing ceremony on sunday morning at  
2022-03-12 22:03:55,nubi_han,United Kingdom,wishing someone on @adeadepitan’s team would advise him to wipe the corners of his mouth before filming. distracts  
2022-03-12 21:51:58,DMStudiosHQ,,#teamusa medal count - #beijing2022 #winterparalympicsday 8 - 3/12/2022 | #dmstudios#gold: 4#silver: 11#bronze  
2022-03-12 21:46:19,cammiandaj,,it all comes down to this  tune in tonight @ 11:00 pm est on usa network for the gold medal showdown  
2022-03-12 21:35:46,Paralympics,,following china's bronze  jing yu becomes the second woman in @paraicehockey history to win a medal at the  
2022-03-12 21:32:11,NBCOlympics,,two-time paralympic snowboarding medalist @gabelkeith will lead the way for @teamusa at the closing ceremony of the  
2022-03-12 21:28:37,usahockey,"Colorado Springs, Colo.",gold medal game tonight. let's do this.game preview → #winterparalympics | #teamusa:United_States: 
